P00055040A0000|181 183|FR
P10229668A0560|55 56|p
P10229668A0560|70 74|UBI4
P10229668A0560|75 76|5
P10229668A0560|78 82|CLN3
P10322022A0263|151 152|1
P10325413A1211|48 49|5
P10326654A0351|230 232|VF
P10326654A0351|328 330|VF
P10330396A0387|114 117|NPC
P10330396A0387|163 169|Nup214
P10334888A0960|81 85|IL-8
P10334888A0960|104 105|1
P10339566A0602|90 91|p
P10339566A0602|95 96|1
P10339566A0602|96 97|p
P10339566A0602|104 105|p
P10339566A0602|116 117|p
P10344736A0796|80 83|p21
P10347197A0502|43 45|SF
P10347197A0502|54 57|Met
P10350638A0000|28 29|A
P10358031A0303|83 84|M
P10359664A0579|45 51|MARCKS
P10359664A0579|118 120|MS
P10359673A0000|130 134|GCN4
P10360947A1113|98 103|ALG-2
P10360947A1113|159 160|N
P10360947A1113|174 175|C
P10364202A0646|157 161|GAL4
P10364202A0646|162 165|DBP
P10364319A0109|59 61|so
P10364319A0109|83 84|C
P10364523T0000|68 70|Mb
P10364523T0000|83 87|SOX9
P10367460A0191|175 176|5
P10367646A0569|242 243|P
P10369418A0644|237 240|p65
P10373507A0680|180 183|SRF
P10374632A0818|75 78|NBP
P10374632A0818|80 82|10
P10374632A0818|88 90|-1
P10375640A0153|59 61|-1
P10375640A0153|151 155|19.5
P10375718A0000|32 36|bFGF
P10376877A0611|150 151|C
P10377345A0740|33 36|UNC
P10377345A0740|45 48|UNC
P10380232A0000|128 131|CPM
P10380232A0000|132 135|DEX
P10380232A0000|144 145|5
P10380232A0000|146 149|HT3
P10380890A0619|102 104|IR
P10381377T0000|61 62|2
P10384129A0000|100 103|CD8
P10384129A0000|113 114|T
P10393251T0000|40 45|HOX11
P10393251T0000|74 78|HUG1
P10393251T0000|94 95|T
P10393422A0476|84 89|LAMB2
P10393422A0476|107 112|LAMB2
P10400757A1498|101 103|-1
P10400757A1498|196 201|CXCR4
P10400757A1498|221 223|-1
P10400785A0912|113 123|GTPase Ran
P10400785A0912|148 154|Nup214
P10403839A1459|156 161|BMAL1
P10403839A1459|166 169|Ahr
P10406459A0000|134 138|CREB
P10406459A0000|140 179|cAMP-responsive element-binding protein
P10406459A0000|181 184|Ser
P10406459A0000|247 250|NIH
P10406459A0000|251 252|3
P10406464A0687|123 125|TR
P10406464A0687|142 143|D
P10407184A0520|142 143|B
P10407184A0520|183 184|h
P10407184A0520|228 231|URE
P10407184A0520|251 252|B
P10407184A0520|323 326|URE
P10409724A1021|19 20|2
P10409741A0382|47 51|cdc4
P10409741A0382|56 60|cdc4
P10409741A0382|69 73|cdc4
P10409741A0382|124 129|cdc20
P10409741A0382|129 131|-1
P10416558A0000|152 155|CD4
P10416558A0000|258 259|N
P10425094A1006|57 59|-1
P10426450A1458|126 129|ILK
P10428811A0628|0 5|Cat-1
P10428811A0628|150 153|GAP
P10429946A0988|25 30|B-Myb
P10436016A0337|63 66|Mad
P10436016A0337|66 67|2
P10436016A0337|67 68|p
P10436016A0337|131 134|Mad
P10436016A0337|134 135|1
P10436016A0337|135 136|p
P10438924T0000|42 45|Akt
P10438924T0000|62 63|B
P10438924T0000|135 136|3
P10440923A0684|169 172|p27
P10440923A0684|176 177|1
P10440923A0684|220 221|A
P10440923A0684|317 320|pRb
P10444597A0586|138 139|3
P10444597A0586|139 140|p
P10446910A0147|211 213|GC
P10446998A0955|124 127|fos
P10446998A0955|281 285|SP-1
P10447597A1004|30 31|H
P10447597A1004|32 33|N
P10447597A1004|34 35|H
P10448036A0748|44 45|S
P10448036A0748|133 134|5
P10448036A0748|135 136|S
P10453371A0640|66 67|z
P10457075A1198|79 80|P
P10457075A1198|153 154|P
P10458907A0543|15 16|B
P10464291A0597|10 12|10
P10464291A0597|62 98|CCAAT/enhancer-binding protein delta
P10464291A0597|100 101|C
P10464310A0218|160 166|FGFR-1
P10464310A0218|174 177|Crk
P10464310A0218|178 181|SH2
P10464310A0218|202 208|FGFR-1
P10464310A0218|228 231|Tyr
P10464310A0218|281 284|Crk
P10464310A0218|289 295|FGFR-1
P10467403A0000|157 159|PI
P10467403A0000|160 161|3
P10471743A0000|38 50|DNA helicase
P10473589A0189|95 96|C
P10477583A0000a|38 41|BCR
P10477583A0000a|85 86|R
P10477583A0000a|97 99|G1
P10477583A0000a|103 104|S
P10480937A0000|19 20|A
P10480937A0000|55 56|A
P10480937A0000|190 191|2
P10482516T0000|2 3|5
P10487040A0453|37 39|-1
P10487040A0453|73 74|1
P10488087A0340|112 116|SP-A
P10488087A0340|182 186|SP-A
P10488129T0058|84 85|1
P10488148A1267|52 56|AP-1
P10488148A1267|113 117|AP-1
P10488148A1267|200 202|-1
P10488148T0000|65 67|-1
P10488148T0000|122 126|AP-1
P10489680A0927|16 19|MPO
P10489680A0927|95 96|P
P10490604A0601|70 73|Lck
P10490604A0601|79 82|ZAP
P10490604A0601|96 99|Cbl
P10490826T0000|147 151|Pbx1
P10491213A0263|101 104|BGP
P10491213A0263|198 200|CT
P10493876A0000|218 219|B
P10493876A0000|220 221|g
P10493876A0000|244 245|N
P10493876A0000|246 247|6
P10493876A0000|285 286|6
P10493876A0000|318 319|B
P10493876A0000|320 321|g
P10493876A0000|322 323|C
P10493876A0000|326 327|6
P10493876A0000|403 405|C1
P10493876A0000|406 408|T2
P10493876A0000|409 411|C3
P10493876A0000|415 417|C5
P10493876A0000|419 420|B
P10493876A0000|421 422|g
P10493876A0000|423 424|C
P10493876A0000|425 427|A6
P10493876A0000|428 430|C7
P10493876A0000|434 436|T9
P10493876A0000|441 444|C11
P10493876A0000|457 460|A14
P10493876A0000|511 512|B
P10493876A0000|513 514|g
P10493876A0000|515 516|C
P10493876A0000|599 602|NMR
P10496388A1956a|83 84|2
P10497117A0358|79 82|how
P10498616A1280|218 221|p21
P10501936T0000|115 118|RIP
P10505694A0000|121 130|IFN-gamma
P10517672A1417|63 66|CAT
P10517672A1417|127 128|1
P10517672A1417|130 134|CTF1
P10517672A1417|136 139|NF1
P10517672A1417|195 198|NF1
P10517672A1417|234 237|CAT
P10521443A0486|65 67|IR
P10521443A0486|268 271|Rel
P10521447A1190|63 67|AML1
P10521509A0000|103 106|GGL
P10521509A0000|191 194|RGS
P10521509A0000|204 208|RGS6
P10521509A0000|210 214|RGS7
P10521509A0000|216 220|RGS9
P10521509A0000|226 231|RGS11
P10523640A0367|103 108|Stat3
P10523640A0367|187 192|Stat3
P10523647A1001|61 66|C/EBP
P10523647A1001|107 111|AP-1
P10523647A1001|134 138|AP-1
P10523674A0000|6 9|MRP
P10531342A0348|159 160|2
P10536788A0931|138 140|PL
P10536788A0931|168 170|PL
P10540015A0664|2 4|SP
P10540015A0664|43 46|ALS
P10540015A0664|126 129|MEP
P10541432A0185|170 173|EGF
P10541432A0185|186 190|MAPK
P10541432A0185|250 254|MAPK
P10541865A1301|38 44|CDKN2A
P10541865A1301|49 55|CDKN2B
P10542237A0357|189 193|IL-6
P10542281A2021|53 55|se
P10542281A2021|85 87|G1
P10542281A2021|88 90|G2
P10542281A2021|133 134|C
P10543270A1054|135 136|p
P10543727A0282|171 176|H2TF1
P10543727A0282|285 286|5
P10543727A0282|295 300|H2TF1
P10543727A0282|336 339|p65
P10543727A0282|383 387|AP-1
P10543727A0282|388 391|ATF
P10543727A0282|420 421|5
P10543730A0000|27 28|3
P10543730A0000|28 29|p
P10543730A0000|35 36|p
P10543730A0000|78 79|5
P10543730A0000|79 80|p
P10544037A0617|22 26|FZD9
P10544037A0617|31 36|FZD10
P10544037A0617|85 89|FZD4
P10544037A0617|93 97|FZD9
P10544037A0617|106 110|FZD4
P10544037A0617|114 119|FZD10
P10544037A0617|128 132|FZD9
P10544037A0617|136 141|FZD10
P10548434A1549|144 147|JNK
P10548434A1549|148 151|SPK
P10548722A0099|74 75|2
P10549354A1782|16 19|APC
P10549354A1782|166 167|N
P10549354A1782|241 244|APC
P10549354A1782|246 250|GSK3
P10549354A1782|261 265|Axin
P10549354A1782|266 275|Conductin
P10556033A0000|155 156|C
P10557072A0418|116 118|PS
P10557072A0418|152 153|C
P10559324A0716|47 48|6
P10559324A0716|113 114|p
P10559364A0846|45 46|h
P10559364A0846|215 218|SSB
P10560997A1072|33 35|LH
P10561460A0615|156 159|GPI
P10563605A0773|109 110|p
P10563836A1234|13 17|AP-2
P10563836A1234|114 118|AP-2
P10564495A0444|142 147|CD66e
P10564495A0444|166 170|CD66
P10564495A0444|216 221|CD66d
P10564495A0444|232 237|CD66c
P10564593A0428|136 138|S1
P10564593A0428|139 141|M1
P10567589A1268|30 31|p
P10567589A1268|105 106|3
P10567589A1268|106 107|p
P10568744A0728|123 124|1
P10574982A1075|71 74|USF
P10574982A1075|74 76|-1
P10574992A0901|32 36|p300
P10574992A0901|37 40|CBP
P10574992A0901|67 71|PARP
P10574992A0901|191 195|PARP
P10574992A0901|215 216|3
P10587460A0302|76 77|C
P10590368X0000|240 241|5
P10591633A0138|2 5|key
P10591990A0178|18 20|IV
P10591990A0178|113 116|PAS
P10592791A0370|67 69|SE
P10592791A0370|94 97|SET
P10592791A0370|173 175|SE
P10592791A0370|262 265|SET
P10592791A0370|271 274|kit
P10592791A0370|317 320|kit
P10592791A0370|455 458|SET
P10592791A0370|463 466|kit
P10592824A1157|231 232|3
P10592824A1157|234 235|2
P10592824A1157|237 238|1
P10592824A1157|281 282|P
P10594239A0614|46 47|1
P10594239T0000|67 68|3
P10594239T0000|75 76|1
P10594239T0000|85 86|1
P10597223A0339|93 95|GC
P10597223A0339|111 114|p21
P10597223A0339|209 212|Sp1
P10597317A1156|212 215|JNK
P10597317A1156|256 258|RS
P10598101A0000|114 116|O2
P10598101A0754|102 104|O2
P10601344A1653|190 194|Rac1
P10601344A1653|207 212|Cdc42
P10601606A0152|96 97|h
P10601606A0152|112 113|C
P10602502A0422|78 79|S
P10602516A0182|87 88|M
P10602516A0182|89 92|NAP
P10602516A0182|98 101|AT1
P10604246A0523|154 157|set
P10604246A0523|240 243|set
P10611228A1388|49 53|DAP5
P10611228A1388|54 57|p97
P10611242A0541|73 77|HIS3
P10611320A0816|83 87|CAK1
P10611320A0816|124 125|1
P10611320A0816|125 126|p
P10611320A0816|148 152|Cdk7
P10614676A0000|178 179|1
P10617232A0393|134 136|12
P10618645A0750|21 25|AP-1
P10623804A0808|114 119|SHP-2
P10623804A0808|120 123|SH2
P10625438A1429|166 167|3
P10627532A0739|89 92|MAP
P10627532A0739|111 114|JNK
P10627532A0739|199 203|ATF2
P10628750A0298|186 187|A
P10628750A0298|199 200|1
P10628971A0824|188 192|VPS1
P10637230A0332|76 81|Stat1
P10637337A0545|44 48|TFA1
P10642524A0156|72 73|C
P10642524A0156|140 143|TPR
P10644357A0935|138 141|VP2
P10644357A0935|146 149|VP3
P10645921A1320|117 118|2
P10645921A1320|119 121|SD
P10645921A1320|136 137|P
P10645921A1320|190 191|P
P10647817T0000|85 86|1
P10647817T0000|88 92|PTA1
P10647859A0000|353 354|P
P10650939A1542|66 67|B
P10650939A1542|72 74|PR
P10650939A1542|75 76|A
P10650939A1542|118 122|PGDH
P10650939A1542|131 132|3
P10650958A1315|68 71|myb
P10650958A1315|144 147|myb
P10653359A1297|15 17|D1
P10653359A1297|18 20|D2
P10653693A0429|77 82|KAP-1
P10653693A0903|36 40|coil
P10653693A0903|84 89|KAP-1
P10657238A0541|88 93|mStaf
P10657899A0685|113 117|AP-1
P10657899A0685|145 149|AP-1
P10658445A0208|138 141|per
P10660304A0522|100 104|CNTF
P10660304A0522|171 176|STAT3
P10666222A0330|99 100|3
P10666238A1322|64 66|E4
P10666238A1322|132 137|E2F-1
P10669736A0903|131 134|PTB
P10671520T0000|100 101|T
P10671520T0000|136 138|-1
P10677214A1045|111 112|1
P10677214A1045|382 383|2
P10677214A1045|394 395|2
P10679065A0711|40 44|MAPK
P10679065A0711|130 138|p38 MAPK
P10679065A0711|140 144|MAPK
P10679065A0711|239 243|CREB
P10679649A0311|169 172|CMF
P10681588A0899a|139 142|ATF
P10681588A0899a|207 209|C6
P10681588A0899b|139 142|ATF
P10681588A0899b|207 209|C6
P10683244A0939|207 208|R
P10684111A1411|96 100|MAPK
P10684111A1411|108 112|MAPK
P10692374A1873|217 218|N
P10692374A1873|254 257|PAN
P10693246A0252|118 123|nodal
P10693314A0521|32 34|MB
P10694605A1327|136 137|3
P10698974A0951|82 87|STAG3
P10702253A0357|181 186|HIF-1
P10704283A0649a|14 16|Mb
P10704283A0649a|96 97|5
P10704283A0649a|178 182|IL-4
P10704499A0682|167 170|p59
P10704499A0682|171 174|fyn
P10704499A0682|177 180|PLC
P10704499A0682|182 185|PKC
P10704499A0682|214 217|PKC
P10706475A0644|33 37|DSPP
P10706475A0644|54 57|DSP
P10706475A0644|62 65|DPP
P10706688A0376|36 40|AP-1
P10706736A1091|100 101|T
P10706736A1091|130 135|HLA-A
P10712512A0506|5 6|p
P10713161A0985|107 111|Smt3
P10713175A1399|132 135|ARF
P10713175A1399|153 154|p
P10713176A0422|0 8|Cyclin A
P10713176A0422|114 116|Rb
P10713176A0422|118 122|p107
P10713176A0422|128 132|p130
P10713176A0422|143 144|v
P10713176A0422|145 148|Jun
P10713176A0422|196 198|Rb
P10713176A0885|38 40|Rb
P10713176A0885|60 61|v
P10713176A0885|62 65|Jun
P10713176A0885|117 121|cdk4
P10713176A0885|130 131|6
P10713176A0885|151 154|p16
P10715602A0149|202 203|C
P10721698A1195|184 188|CSTB
P10721704X0000|36 42|Elavl1
P10721704X0000|155 161|Elavl1
P10722509A0392|131 134|per
P10722661A0406|82 86|cdc2
P10722661A0406|115 119|CYC2
P10725017A0673|73 75|-1
P10725017A0673|144 147|CEN
P10739671A0136|125 126|1
P10739671A0136|197 199|HL
P10739671A0136|245 247|HL
P10741947T0000|63 66|LAD
P10744974T0000|63 64|p
P10747053A1102|99 102|TAF
P10747099A0507|126 129|CAS
P10747099A0507|144 147|Crk
P10748125A0000|13 16|I-1
P10748125A0000|35 38|I-2
P10748125A0000|65 66|1
P10748125A0000|106 109|PP1
P10748164A1284|145 147|AC
P10748194T0000|55 61|PSD-95
P10752475A1376|149 153|CD20
P10752475A1376|162 166|CD20
P10752475A1376|239 243|goat
P10756094A0671|44 45|3
P10756094A0671|46 48|Mb
P10756094A0671|107 110|per
P10762254A0954|77 80|MMA
P10763823A0824|21 23|-1
P10763823A0824|92 95|mcl
P10763823A0824|95 97|-1
P10764150A0000|135 137|P1
P10764802A1258|54 55|2
P10764802A1258|84 87|Cip
P10764802A1258|247 248|p
P10764802A1258|254 255|2
P10764802A1258|283 286|act
P10767338T0000|75 76|2
P10770065A0264|91 92|R
P10770065A0264|93 94|2
P10773667A0351|71 76|NHP6A
P10773951A0000|28 29|B
P10779313A1842|216 218|AR
P10779329T0000|69 72|Src
P10779508T0000|41 42|1
P10781552A0000|140 141|2
P10786742A0670|51 52|h
P10788476A0891|72 77|Sec13
P10788476A0891|90 92|ER
P10791901A0609|114 118|MRP1
P10797125A0000|220 221|C
P10797125A0000|222 226|rest
P10797125A0000|273 274|C
P10799595A1454|19 22|CDP
P10799595A1454|93 95|E1
P10805286A0914|84 87|PCI
P10805286A0914|142 145|PCI
P10805737T0000|66 70|eIF5
P10807903A0362|6 8|CT
P10807903A0362|20 22|CT
P10807903A0362|142 144|D1
P10807903A0362|259 261|D1
P10809233A0606|109 110|3
P10809233A0606|114 116|H4
P10815410A0000|131 135|IL-6
P10815410A0000|140 143|TNF
P10821836A0842|80 81|S
P10823837A1213|105 106|1
P10823837A1213|155 158|GPI
P10823837A1213|197 198|p
P10823837A1213|203 206|Gpi
P10823837A1213|207 208|p
P10823837A1213|254 255|1
P10823837A1213|268 269|1
P10823837A1213|295 298|GPI
P10823961A0664|32 35|CBP
P10823961A0664|45 52|DRIP130
P10823961A0664|78 82|TRAP
P10823961A0664|83 86|ARC
P10826946A1198|161 162|3
P10828022A0877|25 27|10
P10828022A0877|84 87|Shb
P10836786A0516|144 146|P3
P10836786A0516|156 161|RNase
P10836786A0516|162 165|MRP
P10836786A0516|174 181|RNase P
P10846069T0000|48 57|P protein
P10846069T0000|92 93|3
P10850453A0713|62 67|Raf-1
P10854699A0424|54 56|AS
P10854699A0424|111 112|2
P10854699A0424|122 123|2
P10854699A0424|128 129|3
P10854699A0424|141 143|AS
P10855690A0870|74 75|B
P10855690A0870|94 98|IL-6
P10860846A0480|125 128|AP2
P10860846A0480|161 164|AP2
P10860846A0480|197 200|HGF
P10864641A1400|83 85|HA
P10864989A0484|150 153|FIP
P10872851A0714|129 130|P
P10872851A0714|164 165|P
P10891093A0000|51 55|NHE3
P10891093A0000|228 232|NHE3
P10891266A0421|24 25|C
P10891266A0421|38 39|H
P10891441A0871|71 75|Sos1
P10891441A0871|127 128|3
P10894149T0000|184 185|1
P10894149T0000|233 235|-1
P10895851A0696|107 109|10
P10895851A0696|110 111|g
P10903733A0540|131 136|TRAF2
P10903733A0540|142 147|TRAF3
P10905349A0609|48 53|Mus81
P10905349A0609|53 54|p
P10905349A0609|55 58|act
P10907971A0806|41 58|HMG-CoA reductase
P10907971T0000|31 48|HMG-CoA reductase
P10913276A0684|128 132|SOS1
P10913304A1180|2 3|2
P10913304A1180|128 129|N
P10913304A1180|169 170|C
P10913304A1180|222 225|ERF
P10915780A1063|64 66|D1
P10915780A1063|106 108|-1
P10915780A1063|164 167|ILK
P10915780A1063|188 190|D1
P10918164A0878|199 200|P
P10918572A0794|64 65|1
P10918572A0794|71 72|3
P10920906A0759|136 137|2
P10926776A0731|96 97|N
P10930526A0174|79 80|1
P10933728A1398|154 158|CBF2
P10933728A1398|229 233|CBF1
P10935488A1033|119 125|A-FABP
P10935880A1049|50 51|1
P10935880A1049|57 60|NCP
P10935880A1049|71 72|1
P10935880A1049|78 79|1
P10935880A1049|94 96|-1
P10938102T0000|70 73|NS1
P10940557A1687|120 123|MIH
P10946303A0000|0 9|TNF-alpha
P10946303A0000|75 80|COX-2
P10958271A0365|136 141|rest-
P10958698A0485|136 137|p
P10965905T0000|0 16|Insulin receptor
P10965905T0000|26 28|-1
P10967531A1025|212 213|2
P10972688A1272|20 22|up
P10972688A1272|98 99|1
P10972688A1272|100 103|per
P10980416T0000|53 56|BSP
P10980416T0000|138 140|-1
P10980416T0000|145 147|-1
P10980416T0000|166 169|BSP
P10982391A0425|146 147|N
P10993773A0717|137 141|term
P10993787A0369|74 77|PHI
P10993787A0369|123 126|MAP
P10995751A0093|71 76|C/EBP
P10995751A0093|126 129|IFN
P10995751A0093|164 167|IFN
P11000203A0752|82 87|K-Rev
P11000203A0752|126 131|K-Rev
P11000250A0200|3 5|-1
P11000250A0200|63 68|TRADD
P11000250A0200|112 116|AP-1
P11000250A0200|155 159|CD40
P11000521A0588|120 121|3
P11000521A0588|150 153|Ret
P11000521A0588|217 222|IRS-2
P11000521A0588|276 277|3
P11000521A0588|286 288|PI
P11000521A0588|289 290|3
P11000521A0588|318 319|B
P11000521A0588|321 324|PKB
P11003641A0811|17 18|p
P11003641A0811|46 51|RAP74
P11003641A0811|56 57|1
P11003641A0811|57 58|p
P11003641A0811|183 184|1
P11003641A0811|184 185|p
P11003652A0961|32 33|p
P11003652A0961|111 114|Ste
P11003652A0961|116 117|p
P11006284T0000|133 134|3
P11007949A1607|76 80|PTEN
P11008420A0580|80 82|ST
P11008420A0580|83 84|T
P11012671A0576|28 33|C/EBP
P11012671A0576|58 64|Gadd45
P11012671A0576|85 86|C
P11012671A0576|99 100|C
P11012680A1020|109 114|FGFR1
P11012680A1020|142 144|BB
P11012680A1020|173 178|FGFR1
P11012680A1020|236 240|ERK2
P11014215A1092|140 141|5
P11014465A0479|69 70|2
P11014465A0479|83 84|1
P11014465A0479|134 135|2
P11023934A0855|15 16|2
P11023934A0855|24 25|P
P11023934A0855|73 74|2
P11023934A0855|81 82|P
P11027280A0536|90 95|Smad3
P11027289A0321|114 115|S
P11027294A0483|68 72|p300
P11027724A0335|50 53|Ser
P11027724A0335|89 90|p
P11027724A0335|91 94|Ser
P11029459A0000|49 52|act
P11029700A0746|82 84|R2
P11029704A0378|176 180|ABI3
P11029704A0378|203 206|ABA
P11029704A0378|307 310|ABA
P11029704A0378|342 346|ABI3
P11030744A0763|44 48|dpm1
P11030744A0763|110 122|DPM synthase
P11038317A0000|66 69|key
P11040219A0548|80 82|S1
P11042197A0386|59 61|HD
P11042204A0186|101 104|Akt
P11051364A0890|121 122|B
P11058119A0957|98 101|XPA
P11062067A0000|35 40|SAPK1
P11062067A0000|57 60|Jun
P11062067A0000|61 62|N
P11062067A0000|80 83|JNK
P11069897A1112|45 50|BACH1
P11070007A0136|128 130|Cp
P11073919A0631|200 203|ODC
P11083432A0332|47 49|12
P11083432A0332|52 53|2
P11083432A0332|55 57|FK
P11083432A0332|57 59|-1
P11083432A0332|69 70|3
P11083432A0332|72 74|FK
P11084334A0590|7 10|2-1
P11084334A0590|111 114|TPR
P11094072A0842|49 52|Myb
P11094072A1234|37 42|RAG-2
P11094072A1234|55 56|T
P11094072A1234|94 97|Myb
P11094091A0000|149 152|Ser
P11095248A1523|47 51|FGF3
P11097040A0000|128 129|2
P11097040A0000|159 160|2
P11097040A0000|181 182|2
P11103472A0802|96 98|-1
P11103792A0755|173 178|c-Myc
P11105716A0782|129 132|CBF
P11105716A0782|215 217|MR
P11106667A1061|87 88|2
P11106667A1061|88 89|p
P11108616A0000|85 87|10
P11108616A0000|115 118|STS
P11108616A0000|126 129|STS
P11111051A0051|68 71|HAT
P11112700A1936|29 32|GSR
P11112700A1936|61 62|C
P11112700A1936|107 110|GSR
P11116148A0741|79 80|C
P11116148A0741|98 99|C
P11116148A0741|119 120|N
P11116148A0741|157 158|C
P11117826A0788|187 189|MR
P11118712A1296|335 336|5
P11121397A0587|75 106|N-acetylglucosaminyltransferase
P11122588A0549|106 109|per
P11122588A0549|206 209|per
P11123912A0306|70 73|SH2
P11123912A0306|154 155|T
P11123912A0306|165 167|MT
P11125363A0525|128 129|1
P11125363A0525|145 146|5
P11125363A0525|168 169|1
P11126353A0582|50 51|2
P11126353A0582|91 92|3
P11126353A0582|92 93|y
P11127200A1024|38 42|AP-1
P11127200A1024|109 113|AP-1
P11127200A1024|160 165|BMP-2
P11127200A1024|200 201|1
P11127200A1024|238 239|1
P11127200A1024|289 292|PTH
P11127200A1024|294 297|PTH
P11127200A1024|315 320|PTHrP
P11128925A0000|199 201|RA
P11128925A0000|228 230|AP
P11132790A0609|65 66|B
P11132790A0609|67 69|IV
P11133741A0617|16 21|MCP-1
P11134033A0000|117 122|eIF3e
P11134033A0000|164 168|eIF3
P11139567A1440|3 5|CG
P11139567A1440|88 89|3
P11139567A1440|98 100|PI
P11139567A1440|101 102|3
P11145566A0000|59 62|key
P11145566A0000|189 190|R
P11145887A1393|40 44|AP-1
P11145887A1393|81 84|Fra
P11145887A1393|99 102|Jun
P11145887A1393|116 119|Fos
P11148042A1258|26 28|12
P11150315A0226|95 98|NGF
P11150315A0226|118 121|EGF
P11150439A0701|74 76|CO
P11150439A0701|77 78|3
P11150439A0701|93 95|CO
P11150439A0701|96 97|2
P11155096A0222|142 144|10
P11157784A0141|78 80|sc
P11157784A0141|129 135|DGCR6L
P11157784A0141|172 174|sc
P11158295A0158|71 74|Src
P11158295A0158|84 85|3
P11158295A0158|96 99|SH2
P11159363A1251|66 68|CG
P11160280A1275|9 18|IFN-gamma
P11160280A1275|41 46|IRF-1
P11160732A0464|119 120|T
P11160732A0464|161 162|M
P11160732A0464|183 184|1
P11160742A0696|36 39|PML
P11167111A0957|108 109|2
P11171118A0836|37 38|B
P11171118A0836|55 56|A
P11171118A0836|126 128|-1
P11178696A0301|129 130|g
P11180688A0000|42 45|max
P11180688A0000|178 181|MFT
P11180688A0000|199 202|run
P11181516A0119|99 102|INS
P11181516A0119|102 104|-1
P11181516A0119|257 259|A2
P11181516A0119|260 262|A3
P11191365A0682|142 144|VT
P11191365A0682|203 205|VF
P11191365A0682|222 224|VT
P11191365A0682|235 237|VF
P11191365A0682|264 266|VF
P11191365A0682|295 296|P
P11193045A1193|59 60|p
P11193045A1193|64 65|p
P11194183A0866|205 206|6
P11194183A0866|306 307|B
P11194183A0866|335 337|SD
P11194183A0866|346 347|2
P11194183A0866|383 385|SD
P11194183A0866|394 395|2
P11194183A0866|397 398|P
P11196191A1789|64 67|EGF
P11196191A1789|118 122|MAPK
P11196191A1789|123 127|PI3K
P11196199T0000|56 60|p300
P11196199T0000|68 71|AMP
P11196199T0000|100 104|CREB
P11196199T0000|167 168|p
P11197549A0748|73 74|5
P11207261A1421|50 51|B
P11207261A1421|115 122|PECAM-1
P11207261A1421|159 162|Src
P11207261A1421|172 173|2
P11207261A1421|206 211|SHP-1
P11207261A1421|216 221|SHP-2
P11207261A1421|319 322|BCR
P11207308A0999|95 100|STAT1
P11207308A0999|142 147|STAT1
P11207308A0999|155 158|Jun
P11207308A0999|159 160|N
P11207308A0999|206 210|JAK1
P11207308A0999|212 216|JAK2
P11207308A0999|218 222|JAK3
P11207308A0999|224 228|ERK1
P11207308A0999|229 230|2
P11207609A0994|93 95|ER
P11207609A0994|180 183|NRK
P11208017A0070|57 59|-1
P11212249A0993|97 101|AP-1
P11212327A1564|95 99|IRS1
P11212327A1564|100 101|3
P11212327A1564|130 133|p59
P11212327A1564|133 136|Lyn
P11212327A1564|260 263|PIG
P11214354A1104|41 42|p
P11214354A1104|102 103|p
P11214354A1104|139 140|R
P11218739A0811|26 27|H
P11218739A0811|46 47|6
P11223246A0359|136 137|C
P11230145A0732|60 70|RBP-Jkappa
P11230889A1151|92 95|arm
P11230889A1151|116 118|12
P11238947A0636|60 62|A2
P11250942A0626|42 47|GRIP1
P11250942A0626|52 56|RAC3
