P00030183T0000|37 43|HLA-B5
P11005831A0242|165 211|AREB3 (ABA-responsive element binding protein)
P11006284T0000|4 31|protein-tyrosine kinase fer
P11006284T0000|79 107|insulin receptor substrate-1
P11006284T0000|112 141|phosphatidylinositol 3-kinase
P11007949A1395|49 53|PTEN
P11007949A1395|60 62|in
P11007949A1607|73 75|in
P11007949A1607|76 87|PTEN mutant
P11008420A0580|80 82|ST
P11008420A0580|83 84|T
P11008420A0580|119 120|a
P11012671A0576|13 14|a
P11012671A0576|28 46|C/EBP-binding site
P11012671A0576|58 78|Gadd45gamma promoter
P11012671A0576|85 94|C/EBPbeta
P11012671A0576|99 109|C/EBPdelta
P11012680A1020|15 42|PLCgamma inhibitory peptide
P11012680A1020|84 86|AM
P11012680A1020|109 114|FGFR1
P11012680A1020|137 144|PDGF-BB
P11012680A1020|167 178|PDGFR-FGFR1
P11012680A1020|194 215|PLCgamma binding site
P11012680A1020|236 240|ERK2
P11014215A1092|166 182|human GnRHR gene
P11014215A1092|231 241|regulation
P11014215A1092|245 265|human GnRHR promoter
P11015197A0310|68 70|in
P11015197A0310|87 90|TM4
P11023934A0855|2 3|H
P11023934A0855|24 25|P
P11023934A0855|38 39|a
P11023934A0855|81 82|P
P11027280A0536|0 13|Cam kinase II
P11027280A0536|22 24|in
P11027280A0536|73 74|a
P11027280A0536|90 95|Smad3
P11027289A0321|111 116|SU(S)
P11027294A0483|30 55|histone acetyltransferase
P11029459A0000|45 48|can
P11029459A0000|49 52|act
P11029459A0000|56 57|a
P11029459A0000|78 79|a
P11029700A0746|50 59|Os;CycH;1
P11029700A0746|82 84|R2
P11029700A0746|102 111|rice CDKs
P11029704A0378|75 76|a
P11029704A0378|93 138|distB ABRE (abscisic acid-responsive element)
P11029704A0378|167 171|ABI3
P11029704A0378|176 180|ABI3
P11029704A0378|216 217|a
P11029704A0378|247 248|G
P11029704A0378|284 285|a
P11029704A0378|286 287|G
P11029704A0378|342 346|ABI3
P11030744A0763|28 29|a
P11030744A0763|30 67|dpm1(+)::his7/dpm1(+) S.pombe diploid
P11030744A0763|77 79|in
P11030744A0763|80 81|a
P11030744A0763|98 100|in
P11030744A0763|110 122|DPM synthase
P11034547A0674|10 14|Arix
P11034547A0674|19 25|NBPhox
P11034547A0674|96 118|DB1 regulatory element
P11034547A0674|139 150|homeodomain
P11037823A1134|152 155|can
P11040219A0548|23 25|in
P11040219A0548|42 47|alpha
P11040219A0548|51 52|N
P11040219A0548|65 98|amino-terminal S1 homology region
P11042197A0386|52 55|end
P11042197A0386|59 61|HD
P11042204A0186|69 79|p38 kinase
P11042204A0186|91 100|regulates
P11042204A0186|101 104|Akt
P11042204A0186|134 136|in
P11046153A1052|87 103|p300 coactivator
P11050084A0000|23 83|peroxisome proliferator-activated receptor alpha (PPARalpha)
P11050084A0000|114 119|white
P11050084A0888|45 54|PPARgamma
P11050168A1185|150 151|a
P11050168A1185|152 171|RNA-binding protein
P11050168A1185|176 179|cis
P11050168A1185|180 186|acting
P11053009A0000|55 91|gastric mucosal cyclooxygenase (COX)
P11053263A0200|68 71|end
P11055513A0564|87 88|C
P11058119A0957|35 36|a
P11058119A0957|43 61|cytoplasmic GTPase
P11058132A0264|118 120|in
P11059777A0813|52 55|end
P11059777A0813|113 128|PAX3 repressors
P11059777A0813|183 193|regulation
P11059777A0813|197 205|BCL-X(L)
P11062067A0000|0 41|Stress-activated protein kinase 1 (SAPK1)
P11062067A0000|55 84|c-Jun N-terminal kinase (JNK)
P11062257A0977|10 29|class C-Vps complex
P11069897A1112|29 35|BACH1t
P11069897A1112|45 50|BACH1
P11069897A1112|74 77|BTB
P11069999A1602|4 11|U17/U16
P11069999A1602|20 38|U16+ gene products
P11069999A1602|58 65|HIV LTR
P11070007A0136|25 35|EBNA genes
P11070007A0136|57 59|in
P11070007A0136|128 130|Cp
P11070007A0136|135 137|Wp
P11070007A0136|161 164|end
P11073539A0866|110 116|desmin
P11073919A0631|194 203|mouse ODC
P11073919A0631|372 387|eukaryotic ODCs
P11073919A0631|412 430|S. ruminantium LDC
P11083432A0332|61 62|n
P11083432A0332|78 79|n
P11084334A0590|4 17|swa2-1 allele
P11084334A0590|61 62|a
P11084334A0590|78 80|in
P11084334A0590|124 125|a
P11084334A0590|142 144|in
P11084334A0590|145 152|auxilin
P11084334A0590|163 165|in
P11084334A0590|209 228|heat-shock proteins
P11092809A0823|35 39|ERKs
P11092809A0823|44 49|PI3Ks
P11092809A0823|50 53|can
P11094072A0842|47 57|c-Myb site
P11094072A0842|70 72|in
P11094072A0842|73 74|a
P11094072A0842|99 101|in
P11094072A1234|17 22|c-Myb
P11094072A1234|23 32|regulates
P11094072A1234|37 51|RAG-2 promoter
P11094072A1234|52 54|in
P11094072A1234|55 56|T
P11094072A1234|82 110|consensus c-Myb binding site
P11094091A0000|49 58|regulated
P11094091A0000|96 98|in
P11094091A0000|122 123|a
P11097040A0000|120 122|in
P11097040A0000|130 135|steps
P11102367A1170|164 165|a
P11102367A1170|201 203|en
P11102367A1170|221 227|tagged
P11102367A1170|249 251|in
P11103792A0755|18 23|c-Myc
P11103792A0755|141 154|growth factor
P11103792A0755|173 178|c-Myc
P11103792A0755|224 227|bax
P11103792A0755|250 263|bax-wild-type
P11105716A0782|97 99|in
P11105716A0782|129 132|CBF
P11105716A0782|215 217|MR
P11106216A0918|41 46|Delta
P11106667A1061|6 13|Pet111p
P11106667A1061|36 38|in
P11106667A1061|70 80|regulation
P11106667A1061|84 89|Cox2p
P11108548A0710|133 138|basis
P11111051A0051|41 72|histone acetyltransferase (HAT)
P11112417A1126|28 45|MLSN1 transcripts
P11112417A1126|104 106|in
P11112417A1126|159 164|MLSN1
P11112417A1126|176 179|can
P11112417A1126|183 192|regulated
P11112700A1936|12 23|desmoplakin
P11112700A1936|61 62|C
P11112700A1936|132 139|plectin
P11112700A1936|149 160|desmoplakin
P11112700A1936|162 165|can
P11112700A1936|174 177|MTs
P11112700A1936|178 180|in
P11113179A1020|121 125|SRC1
P11113179A1020|164 166|in
P11113199A0800|10 14|acts
P11113199A0800|18 19|a
P11113199A0800|47 51|ERKs
P11113199A0800|65 66|a
P11113199A0800|67 70|MEK
P11113199A0800|92 94|in
P11113199A0800|132 147|ERK2-Delta19-25
P11114924A0808|9 13|ccdA
P11116148A0741|47 50|PKB
P11116148A0741|79 88|C/EBPbeta
P11116148A0741|98 108|C/EBPalpha
P11116148A0741|119 120|N
P11116148A0741|154 156|in
P11116148A0741|157 166|C/EBPbeta
P11117826A0788|98 101|PET
P11117826A0788|102 104|in
P11117826A0788|120 123|can
P11117826A0788|157 160|PET
P11117826A0788|187 189|MR
P11119611A0428|17 26|a protein
P11119611A0428|28 72|latency-associated nuclear antigen 2 (LANA2)
P11119611A0428|93 95|in
P11119611A0428|143 146|PEL
P11121397A0587|39 52|rib-2 protein
P11121397A0587|57 58|a
P11121397A0587|66 106|alpha1,4-N-acetylglucosaminyltransferase
P11121490A0000|4 42|transcription factor CHOP/GADD153 gene
P11122381A0908|161 166|STAT5
P11122588A0549|249 251|in
P11123912A0306|26 36|SH2 domain
P11123912A0306|70 73|SH2
P11123912A0306|89 90|a
P11123912A0306|134 168|polyomavirus middle T antigen (MT)
P11125363A0525|134 135|m
P11127200A1024|38 42|AP-1
P11127200A1024|68 70|in
P11127200A1024|71 74|ROS
P11127200A1024|109 135|AP-1 transcription factors
P11127200A1024|145 154|TGF-beta1
P11127200A1024|160 165|BMP-2
P11127200A1024|166 175|regulated
P11127200A1024|194 218|(alpha1) collagen I gene
P11127200A1024|230 239|TGF-beta1
P11127200A1024|240 249|regulated
P11127200A1024|268 330|parathyroid hormone (PTH)/PTH-related peptide (PTHrP) receptor
P11128925A0000|63 83|interleukin-6 (IL-6)
P11128925A0000|91 93|in
P11128925A0000|121 124|GCF
P11128925A0000|160 162|in
P11128925A0000|228 230|AP
P11129515A0000|3 4|a
P11129515A0000|74 75|L
P11129515A0000|108 110|in
P11132790A0609|67 69|IV
P11132790A0609|93 94|a
P11132790A0609|153 155|in
P11133741A0617|16 21|MCP-1
P11133741A0617|55 64|NF-kappaB
P11133741A0617|83 106|NF-kappaB-binding sites
P11133741A0617|107 109|in
P11133741A0617|132 134|in
P11134033A0000|4 22|murine int-6 locus
P11134033A0000|110 168|48-kDa eIF3e subunit of translation initiation factor eIF3
P11134033A0639|3 35|int6 deletion (int6Delta) mutant
P11138009A1032|42 47|Delta
P11138009A1032|69 70|A
P11138009A1032|72 74|in
P11138009A1032|75 76|a
P11138009A1032|84 88|USH1
P11139148A0421|37 62|murine homologue of SAF-A
P11139567A1440|0 14|LH/CG receptor
P11139567A1440|29 33|ARNO
P11139567A1440|67 110|phosphatidylinositol 3-kinase (PI 3-kinase)
P11139567A1440|117 146|G protein beta gamma subunits
P11141003T0000|40 42|in
P11145562A0468|97 122|simian virus-40 T antigen
P11145566A0000|12 53|high-density lipoprotein receptor (HDL-R)
P11145566A0000|57 58|a
P11145566A0000|71 73|in
P11145566A0000|102 103|a
P11145566A0000|185 190|HDL-R
P11145566A0000|191 201|regulation
P11145887A1393|40 49|AP-1 site
P11145887A1393|50 52|in
P11145887A1393|69 73|JunD
P11145887A1393|81 86|Fra-2
P11145887A1393|97 102|c-Jun
P11145887A1393|104 108|JunB
P11145887A1393|114 119|c-Fos
P11145887A1393|193 196|Tax
P11148042A1258|135 137|in
P11150315A0226|95 98|NGF
P11150315A0226|118 121|EGF
P11150315A0226|185 186|a
P11150439A0701|183 184|a
P11152451A1580|90 100|receptor I
P11152451A1580|184 192|regulate
P11152451A1580|243 244|a
P11152451A1580|254 262|TGF-beta
P11152521A0181|138 139|a
P11152521A0181|140 166|primase-helicase component
P11152521A0181|193 194|a
P11153302A0000|40 55|opioid receptor
P11153302A0000|81 83|in
P11155096A0222|218 232|serum thyroxin
P11156413T0000|88 117|polyomavirus middle T antigen
P11157035A1405|36 39|can
P11157035A1405|94 96|in
P11157035A1405|125 137|IFN alpha-2b
P11157784A0141|14 24|DGCR6 gene
P11157784A0141|52 53|a
P11157784A0141|84 85|a
P11157784A0141|102 103|a
P11157784A0141|129 135|DGCR6L
P11158295A0158|71 91|Src homology 3 (SH3)
P11158295A0158|96 107|SH2 regions
P11159363A1251|45 48|E2F
P11159363A1251|59 60|m
P11159363A1251|61 63|CG
P11159363A1251|64 65|m
P11159363A1251|66 68|CG
P11159363A1251|80 81|a
P11160096A1067|32 33|a
P11160096A1067|34 48|wild-type fliF
P11160280A1275|9 18|IFN-gamma
P11160280A1275|41 46|IRF-1
P11160280A1275|70 81|IRF element
P11160656A0000|18 94|human cytomegalovirus (HCMV) major immediate-early regulatory region (MIERR)
P11160688A1726|71 80|cyclin D3
P11160688A1726|108 112|ICP0
P11160732A0464|25 42|envelope proteins
P11160732A0464|98 100|T-
P11160732A0464|119 121|T-
P11160732A0464|161 162|M
P11160742A0696|11 12|R
P11160742A0696|33 35|in
P11160742A0696|36 39|PML
P11160742A0696|51 53|in
P11161455A1286|76 105|endothelial-TACC-related cDNA
P11162936A2727|107 113|ERbeta
P11163932A0000|94 96|in
P11171118A0836|25 29|NF-1
P11171118A0836|33 38|PSE-B
P11171118A0836|51 56|PSE-A
P11171118A0836|124 141|NF-1 DNA elements
P11178696A0301|129 130|g
P11178696A0301|181 183|PD
P11179400T0000|62 66|rats
P11179668A0869|63 74|PLTP family
P11179687A0280|58 94|protein-tyrosine phosphatases (PTPs)
P11179687A0280|114 117|can
P11179687A0280|155 167|soluble PTPs
P11179687A0280|176 197|receptor PTPs (RPTPs)
P11179687A1118|4 14|Ig-related
P11179687A1118|81 91|Ig members
P11180255A0776|115 118|can
P11180688A0000|42 45|max
P11180688A0000|184 185|a
P11180688A0000|189 190|m
P11180688A0000|209 211|in
P11181516A0119|25 61|insulin promoter-reporter constructs
P11181516A0119|62 64|in
P11181516A0119|99 109|INS-1 beta
P11181516A0119|139 160|Hh-responsive regions
P11181516A0119|172 194|rat insulin I promoter
P11181564A0733|32 34|in
P11191365A0682|273 275|in
P11191365A0682|295 296|P
P11193045A1193|30 31|a
P11193045A1193|59 62|p53
P11193045A1193|64 67|p73
P11194183A0866|89 91|in
P11194183A0866|102 104|in
P11194183A0866|120 124|area
P11194183A0866|151 155|area
P11194183A0866|397 398|P
P11194183A0866|418 419|t
P11196191A1789|38 42|IL-6
P11196191A1789|43 47|acts
P11196191A1789|48 50|in
P11196191A1789|64 76|EGF receptor
P11196191A1789|118 127|MAPK/PI3K
P11196199T0000|56 121|p300/cyclic AMP-responsive element binding (CREB)-binding protein
P11207261A1421|81 131|wild-type chimeric Fc gamma RIIB1-PECAM-1 receptor
P11207261A1421|147 204|cytoplasmic Src homology 2-domain-containing phosphatases
P11207288A0897|21 48|YFV Ag-binding region (ABR)
P11207308A0999|95 100|STAT1
P11207308A0999|142 147|STAT1
P11207308A0999|153 176|c-Jun N-terminal kinase
P11207609A0994|47 52|TGN46
P11207609A0994|65 69|tail
P11207609A0994|93 95|ER
P11207609A0994|112 158|vesicular stomatitis virus glycoprotein (VSVG)
P11207609A0994|168 170|in
P11207609A0994|180 183|NRK
P11207609A0994|229 231|in
P11208017A0070|22 51|C2H2-type zinc finger protein
P11212249A0993|76 102|activator protein 1 (AP-1)
P11212327A1564|95 101|IRS1/3
P11212327A1564|130 143|p59Lyn kinase
P11212327A1564|184 194|regulation
P11212327A1564|224 232|caveolin
P11214354A1104|102 103|p
P11214354A1104|139 140|R
P11218739A0811|26 27|H
P11218739A0811|43 45|in
P11220306A1753|19 28|rsmB+ DNA
P11220306A1753|117 118|a
P11220306A1753|139 144|hexA+
P11221845A0800|121 122|a
P11221845A0800|191 193|in
P11221845A0800|256 258|in
P11222639A1273|66 68|in
P11222639A1273|73 83|regulation
P11222639A1273|87 89|L1
P11222720A1699|22 26|acts
P11222720A1699|30 31|a
P11222720A1699|41 50|regulator
P11222720A1699|54 59|EBNA2
P11222720A1699|64 69|Notch
P11222720A1699|113 148|CBF1-associated corepressor complex
P11223131A0000|115 126|replication
P11223131A0000|187 189|in
P11223153A0533|172 173|a
P11223240A0655|0 34|Drosophila Menin1 gene transcripts
P11223246A0359|66 97|retinoblastoma-binding proteins
P11223246A0359|98 100|in
P11223246A0359|105 128|pRb-binding motif LxCxE
P11223246A0359|136 137|C
P11224226A0000|56 79|benzodiazepine receptor
P11224226A0000|121 122|a
P11224226A0000|131 154|benzodiazepine receptor
P11224226A0000|178 180|in
P11227182A1475|122 124|in
P11230145A0732|49 70|Notch-CBF1/RBP-Jkappa
P11230889A1151|89 91|in
P11230889A1151|92 95|arm
P11236056A0374|16 21|Lp(a)
P11236056A0374|29 31|in
P11238882A0157|48 49|a
P11238947A0636|27 29|in
P11238947A0636|54 62|hnRNP A2
P11238947A0636|76 78|in
P11238947A0636|91 97|A2RE-2
P11239184A1340|92 93|a
P11239184A1340|120 122|CT
P11241215A0566|82 93|thioredoxin
P11241215A0566|94 96|in
P11241215A0566|188 190|RP
P11241215A0566|218 230|enterokinase
P11241332A0393|140 146|smooth
P11241332A0393|158 159|a
P11241332A0393|188 190|in
P11250196A0455|39 43|pair
P11250196A0455|97 99|in
P11250196A0455|100 101|a
P11250196A0455|102 164|two-domain prokaryotic betagamma-crystallin fold family member
P11250942A0626|42 47|GRIP1
P11250942A0626|52 56|RAC3
P11250942A0626|76 113|VDR activation function (AF-2) domain
P11250942A0626|190 193|VDR
P11251951A0000|189 191|in
P11254134A0648|59 62|PTF
P11254134A0648|128 131|can
P11254504A0766|88 91|Sp1
P11254504A0766|93 116|early growth response-1
P11254504A0766|118 137|activator protein-2
P11254504A0766|139 143|MyoD
P11254504A0766|145 149|p300
P11254504A0766|151 172|nuclear factor-kappaB
P11254504A0766|174 203|myeloid zinc finger protein-1
P11254504A0766|205 241|caudal-related homeobox (Cdx) gene A
P11254504A0766|247 274|Cdx protein-2 binding sites
P11254713A1029|57 84|rel/AP1 cooperative complex
P11254713A1029|194 196|in
P11254713A1029|197 198|a
P11254713A1029|211 220|IL-2 gene
P11255252A0961|70 71|a
P11255252A0961|72 79|FXR HRE
P11255252A0961|94 96|in
P11255252A0961|106 109|FXR
P11257870A0000|117 119|TF
P11263622A0683|36 37|p
P11263622A0683|100 104|area
P11263622A0683|137 138|r
P11263622A0683|150 151|r
P11274179A0610|25 38|Rac/Cdc42/Pak
P11274179A0610|63 68|Raf-1
P11274184A0000|75 98|heme oxygenase-1 (HO-1)
P11274184A1068|33 42|regulates
P11274184A1068|87 96|ho-1 gene
P11274184A1068|97 99|in
P11274184A1068|100 101|a
P11274184A1068|136 138|in
P11274184A1068|139 140|a
P11274184A1068|154 158|Nrf2
P11274368A0469|92 111|histone deacetylase
P11274368A0818|78 90|p21 promoter
P11274368A0818|94 99|c-Myc
P11275986A0091|50 78|p53 tumor suppressor protein
P11278310A1516|69 78|caspase-3
P11278310A1516|119 121|in
P11278488T0000|4 20|v-Src SH3 domain
P11278488T0000|78 99|focal adhesion kinase
P11278563A0917|72 79|ankyrin
P11278563A0917|97 108|tankyrase 2
P11278563A0917|109 111|in
P11278671T0000|0 59|Neuron-specific Bcl-2 homology 3 domain-only splice variant
P11278870A0123|54 85|ctr4(+) copper transporter gene
P11278870A0123|86 88|in
P11278870A0123|153 154|a
P11278870A0123|225 250|transcription factor Cuf1
P11279086A1350|49 51|in
P11279086A1350|96 98|in
P11279086A1350|154 155|a
P11279086A1350|186 188|in
P11279086A1350|189 199|regulation
P11279385A3917|52 53|a
P11279385A3917|67 68|M
P11279385A3917|121 122|a
P11279385A3917|206 207|a
P11279720A0844|96 97|a
P11280495A1330|71 74|can
P11280495A1330|107 122|Amadori albumin
P11282394A0841|16 28|VH/VL-chains
P11282761A0531|66 67|L
P11287555A1057|45 47|in
P11287555A1057|48 59|replication
P11287623A0286|43 94|Raf-MEK-extracellular signal-regulated kinase (ERK)
P11290415A0288|45 56|ICBP90 gene
P11290415A0288|83 84|a
P11296288A1107|62 64|in
P11296288A1107|75 78|gag
P11296288A1107|80 83|pol
P11296288A1107|89 94|orf-x
P11297545A0948|23 38|human CHOP cDNA
P11298326A0677|31 43|Vkappa genes
P11301189A1396|42 52|p19(INK4d)
P11301189A1396|87 89|in
P11303027A0954|60 67|GTPases
P11303027A0954|68 70|in
P11303027A0954|75 85|ARF family
P11303027A0954|117 118|a
P11303638A0559|25 30|nodal
P11303638A0559|66 67|p
P11309677A0000|139 140|F
P11309677A0000|170 171|H
P11310937A0548|119 122|CRP
P11310937A0548|127 131|IL-6
P11310937A0548|152 154|in
P11310937A0548|179 189|fibrinogen
P11310937A0548|194 203|TNF-alpha
P11311563A0423|73 75|OA
P11313249T0000|27 67|zebrafish CCAAT/enhancer-binding protein
P11313946T0000|30 35|M-Ras
P11313946T0000|40 47|p21 Ras
P11313946T0000|59 68|regulates
P11313946T0000|69 76|p21 Ras
P11314428A0651|148 150|in
P11314428A0651|170 171|P
P11314428A0651|190 191|P
P11318608A1155|28 57|DENTT NLS deletion constructs
P11318608A1155|80 85|NLS-1
P11323419T0000|58 114|secretor blood group alpha (1,2)fucosyltransferase genes
P11324516A0159|55 66|D2 receptor
P11324516A0159|87 101|D1/D2 receptor
P11325685A1624|140 142|in
P11325685A1624|166 168|in
P11325944A0511|72 78|GST-Bc
P11325944A0511|89 120|glutathione S-transferase (GST)
P11325944A0511|146 147|C
P11325944A0511|168 172|UhpB
P11325944A0511|182 184|in
P11325944A0511|206 210|uhpT
P11325944A0511|222 224|in
P11325944A0511|225 226|a
P11325944A0511|227 233|uhp(+)
P11327698A0191|26 37|p44/p42MAPK
P11327698A0191|102 120|P4 transcriptional
P11327698A0191|140 143|PKC
P11327698A0191|165 168|PKC
P11327698A0191|197 200|Sp1
P11327698A0191|221 223|P4
P11327698A0191|233 235|in
P11327698A0191|236 239|HBx
P11327698A0191|270 273|PKC
P11327698A0191|288 291|PKC
P11327698A0191|317 320|Sp1
P11327698A0191|338 340|P4
P11327698A0191|355 366|IGF-II mRNA
P11327698A0191|367 369|in
P11327698A0191|370 373|HBx
P11327698A0191|427 430|MEK
P11327698A0191|459 462|Sp1
P11327698A0191|480 482|P4
P11327698A0191|496 507|IGF-II mRNA
P11327698A0191|508 510|in
P11327698A0191|511 514|HBx
P11334124A0903|65 67|in
P11334124A0903|81 82|h
P11334124A0903|91 92|h
P11337859A0651|148 149|L
P11337859A0651|170 171|a
P11337859A0651|224 225|a
P11340080A0096|56 60|Rad1
P11340080A0096|62 66|Hus1
P11340080A0096|72 76|Rad9
P11345445A0533|131 136|fixed
P11350957A0457|0 10|PACAP mRNA
P11350957A0457|32 34|in
P11350957A0457|55 57|in
P11350957A0457|77 82|PACAP
P11350957A0457|107 109|in
P11352663A0138|33 36|Ad5
P11352663A0138|100 107|COUP-TF
P11352663A0138|130 139|NF-kappaB
P11352671A0492|143 149|V gene
P11352671A0492|150 152|in
P11352671A0492|189 193|able
P11353770A0085|58 60|S3
P11353770A0085|79 92|N-glycosylase
P11355576A1125|37 40|CDK
P11355576A1125|102 126|tumor suppressor protein
P11355576A1125|128 131|pRb
P11355576A1125|133 136|pRb
P11355576A1125|178 180|G1
P11355576A1125|184 185|S
P11355576A1125|202 204|in
P11355576A1125|244 269|E2F transcription factors
P11356716A0372|64 78|GHS-R variants
P11356853A0873|15 63|AP-1 superfamily of basic-leucine zipper factors
P11357063A0138|164 184|equid LH/CGbeta gene
P11357063A0138|193 233|primate LHbeta-CGbeta gene cluster locus
P11359907A0099|14 27|HIF-1 targets
P11359907A0099|67 108|vascular endothelial growth factor (VEGF)
P11367523A2624|9 21|C4B proteins
P11367523A2624|115 129|long C4A genes
P11368787A0180|78 99|human annexin A5 gene
P11368901A0327|26 45|mouse BCNT proteins
P11371160A0854|97 102|TyrRS
P11371160A0854|126 127|a
P11373277A0812|33 59|adenoviral oncoprotein E1A
P11373277A0812|180 198|AP-2alpha promoter
P11376119A0346|80 91|GHR 1A mRNA
P11376119A0346|127 129|in
P11376119A0346|134 142|GHR gene
P11384576A1132|32 35|can
P11384576A1132|49 67|interferon alfa-2b
P11384880A0719|34 55|3beta-HSD type 1 gene
P11384880A0719|93 95|in
P11387351A0092|191 194|AML
P11390395A1018|59 64|PIAS3
P11390395A1018|88 93|STAT3
P11390663A1400|24 40|gcn4Delta mutant
P11390663A1400|102 120|Gcn4p target genes
P11390663A1400|121 123|in
P11390684A1170|54 58|jadM
P11390684A1170|89 100|jadomycin B
P11391531A1157|16 30|NF-kappaB site
P11391531A1157|38 52|Mdr1b promoter
P11391531A1157|79 88|TNF-alpha
P11391793A0856|116 119|Mbp
P11391793A0856|166 168|P1
